"","x"
"7161",150
"7162",150
"7163",134
"7164",134
"7165",134
"7166",110
"7167",170
"7168",150
"7169",150
"7170",175
"7171",150
"7172",150
"7173",380
"7174",170
"7175",134
"7176",175
"7177",134
"7178",134
"7179",110
"7180",330
"7181",175
"7182",165
"7183",270
"7184",110
"7185",150
"7186",330
"7187",134
"7188",134
"7189",270
"7190",150
"7191",110
"7192",175
"7193",175
"7194",210
"7195",175
"7196",165
"7197",270
"7198",175
"7199",270
"7200",210
"7201",330
"7202",380
"7203",110
"7204",110
"7205",175
"7206",330
"7207",110
"7208",330
"7209",110
"7210",150
"7211",134
"7212",150
"7213",150
"7214",330
"7215",250
"7216",134
"7217",150
"7218",110
"7219",170
"7220",134
"7221",134
"7222",110
"7223",175
"7224",210
"7225",175
"7226",170
"7227",150
"7228",380
"7229",135
"7230",175
"7231",165
"7232",150
"7233",175
"7234",165
"7235",175
"7236",330
"7237",134
"7238",165
"7239",175
"7240",110
"7241",150
"7242",110
"7243",330
"7244",170
"7245",175
"7246",175
"7247",210
"7248",175
"7249",150
"7250",380
"7251",270
"7252",330
"7253",270
"7254",175
"7255",380
"7256",210
"7257",165
"7258",250
"7259",110
"7260",150
"7261",175
"7262",330
"7263",150
"7264",380
"7265",170
"7266",170
"7267",175
"7268",125
"7269",150
"7270",210
"7271",165
"7272",90
"7273",190
"7274",380
"7275",110
"7276",134
"7277",110
"7278",175
"7279",134
"7280",330
"7281",150
"7282",150
"7283",110
"7284",380
"7285",170
"7286",270
"7287",175
"7288",380
"7289",175
"7290",175
"7291",175
"7292",170
"7293",270
"7294",110
"7295",175
"7296",170
"7297",175
"7298",150
"7299",190
"7300",150
"7301",270
"7302",190
"7303",125
"7304",150
"7305",150
"7306",175
"7307",165
"7308",150
"7309",175
"7310",150
"7311",165
"7312",170
"7313",150
"7314",170
"7315",175
"7316",110
"7317",150
"7318",150
"7319",170
"7320",110
"7321",165
"7322",134
"7323",134
"7324",200
"7325",270
"7326",110
"7327",175
"7328",170
"7329",200
"7330",175
"7331",150
"7332",175
"7333",175
"7334",150
"7335",170
"7336",165
"7337",165
"7338",170
"7339",150
"7340",110
"7341",175
"7342",150
"7343",160
"7344",165
"7345",175
"7346",165
"7347",330
"7348",170
"7349",330
"7350",190
"7351",150
"7352",175
"7353",134
"7354",175
"7355",210
"7356",150
"7357",175
"7358",110
"7359",175
"7360",175
"7361",270
"7362",160
"7363",175
"7364",175
"7365",160
"7366",170
"7367",200
"7368",175
"7369",190
"7370",150
"7371",150
"7372",175
"7373",134
"7374",210
"7375",165
"7376",330
"7377",150
"7378",175
"7379",175
"7380",175
"7381",330
"7382",150
"7383",210
"7384",170
"7385",165
"7386",150
"7387",134
"7388",175
"7389",134
"7390",150
"7391",110
"7392",150
"7393",220
"7394",175
"7395",170
"7396",175
"7397",175
"7398",160
"7399",110
"7400",175
"7401",150
"7402",200
"7403",134
"7404",150
"7405",165
"7406",175
"7407",170
"7408",110
"7409",165
"7410",175
"7411",170
"7412",170
"7413",175
"7414",165
"7415",150
"7416",165
"7417",150
"7418",380
"7419",200
"7420",175
"7421",150
"7422",165
"7423",134
"7424",170
"7425",134
"7426",165
"7427",190
"7428",150
"7429",134
"7430",175
"7431",150
"7432",150
"7433",165
"7434",110
"7435",175
"7436",175
"7437",150
"7438",220
"7439",110
"7440",175
"7441",110
"7442",175
"7443",135
"7444",175
"7445",175
"7446",165
"7447",210
"7448",170
"7449",175
"7450",170
"7451",175
"7452",150
"7453",270
"7454",175
"7455",135
"7456",150
"7457",175
"7458",150
"7459",175
"7460",175
"7461",220
"7462",165
"7463",150
"7464",175
"7465",134
"7466",175
"7467",150
"7468",330
"7469",150
"7470",380
"7471",110
"7472",175
"7473",134
"7474",150
"7475",175
"7476",110
"7477",165
"7478",190
"7479",175
"7480",150
"7481",175
"7482",270
"7483",150
"7484",160
"7485",134
"7486",110
"7487",110
"7488",150
"7489",330
"7490",175
"7491",150
"7492",150
"7493",150
"7494",150
"7495",165
"7496",175
"7497",330
"7498",175
"7499",175
"7500",150
"7501",170
"7502",150
"7503",134
"7504",250
"7505",110
"7506",175
"7507",110
"7508",175
"7509",134
"7510",175
"7511",380
"7512",150
"7513",110
"7514",330
"7515",135
"7516",134
"7517",210
"7518",250
"7519",110
"7520",150
"7521",150
"7522",165
"7523",330
"7524",210
"7525",210
"7526",330
"7527",175
"7528",175
"7529",175
"7530",110
"7531",110
"7532",135
"7533",134
"7534",330
"7535",110
"7536",150
"7537",210
"7538",134
"7539",135
"7540",150
"7541",110
"7542",270
"7543",330
"7544",175
"7545",110
"7546",110
"7547",110
"7548",134
"7549",330
"7550",135
"7551",170
"7552",150
"7553",150
"7554",110
"7555",175
"7556",175
"7557",150
"7558",170
"7559",134
"7560",330
"7561",330
"7562",175
"7563",330
"7564",110
"7565",175
"7566",134
"7567",134
"7568",110
"7569",170
"7570",170
"7571",175
"7572",210
"7573",134
"7574",110
"7575",380
"7576",330
"7577",210
"7578",134
"7579",175
"7580",150
"7581",330
"7582",134
"7583",134
"7584",134
"7585",270
"7586",150
"7587",330
"7588",175
"7589",165
"7590",330
"7591",175
"7592",110
"7593",150
"7594",150
"7595",134
"7596",110
"7597",170
"7598",150
"7599",175
"7600",175
"7601",170
"7602",165
"7603",170
"7604",170
"7605",175
"7606",175
"7607",110
"7608",165
"7609",134
"7610",175
"7611",330
"7612",170
"7613",150
"7614",380
"7615",330
"7616",175
"7617",150
"7618",330
"7619",175
"7620",270
"7621",150
"7622",134
"7623",150
"7624",330
"7625",175
"7626",170
"7627",150
"7628",330
"7629",150
"7630",175
"7631",150
"7632",175
"7633",134
"7634",165
"7635",270
"7636",90
"7637",90
"7638",134
"7639",90
"7640",175
"7641",220
"7642",170
"7643",170
"7644",134
"7645",175
"7646",150
"7647",175
"7648",175
"7649",175
"7650",175
"7651",170
"7652",150
"7653",150
"7654",150
"7655",175
"7656",175
"7657",380
"7658",165
"7659",125
"7660",125
"7661",175
"7662",134
"7663",175
"7664",175
"7665",134
"7666",175
"7667",165
"7668",134
"7669",150
"7670",175
"7671",175
"7672",170
"7673",175
"7674",210
"7675",134
"7676",220
"7677",330
"7678",210
"7679",110
"7680",220
"7681",160
"7682",134
"7683",170
"7684",110
"7685",70
"7686",150
"7687",190
"7688",134
"7689",150
"7690",380
"7691",210
"7692",175
"7693",175
"7694",175
"7695",380
"7696",150
"7697",150
"7698",175
"7699",175
"7700",125
"7701",150
"7702",175
"7703",175
"7704",170
"7705",170
"7706",175
"7707",134
"7708",210
"7709",150
"7710",110
"7711",175
"7712",150
"7713",175
"7714",270
"7715",150
"7716",250
"7717",175
"7718",175
"7719",330
"7720",150
"7721",200
"7722",90
"7723",270
"7724",175
"7725",330
"7726",110
"7727",150
"7728",175
"7729",175
"7730",150
"7731",380
"7732",170
"7733",160
"7734",90
"7735",170
"7736",165
"7737",175
"7738",150
"7739",160
"7740",170
"7741",134
"7742",165
"7743",175
"7744",175
"7745",330
"7746",190
"7747",165
"7748",150
"7749",160
"7750",160
"7751",134
"7752",220
"7753",150
"7754",160
"7755",200
"7756",150
"7757",125
"7758",170
"7759",150
"7760",380
"7761",380
"7762",175
"7763",170
"7764",134
"7765",134
"7766",90
"7767",165
"7768",330
"7769",175
"7770",150
"7771",250
"7772",175
"7773",150
"7774",175
"7775",330
"7776",175
"7777",170
"7778",150
"7779",330
"7780",150
"7781",250
"7782",150
"7783",134
"7784",110
"7785",175
"7786",150
"7787",175
"7788",170
"7789",150
"7790",110
"7791",175
"7792",150
"7793",134
"7794",270
"7795",175
"7796",210
"7797",110
"7798",175
"7799",170
"7800",150
"7801",134
"7802",165
"7803",175
"7804",175
"7805",330
"7806",134
"7807",110
"7808",150
"7809",175
"7810",150
"7811",175
"7812",170
"7813",110
"7814",330
"7815",170
"7816",150
"7817",134
"7818",150
"7819",134
"7820",175
"7821",175
"7822",175
"7823",150
"7824",170
"7825",134
"7826",270
"7827",150
"7828",330
"7829",165
"7830",150
"7831",175
"7832",134
"7833",175
"7834",175
"7835",200
"7836",380
"7837",160
"7838",250
"7839",175
"7840",175
"7841",134
"7842",200
"7843",150
"7844",175
"7845",175
"7846",135
"7847",150
"7848",165
"7849",175
"7850",150
"7851",150
"7852",150
"7853",175
"7854",150
"7855",110
"7856",175
"7857",175
"7858",270
"7859",134
"7860",70
"7861",150
"7862",165
"7863",200
"7864",175
"7865",175
"7866",170
"7867",110
"7868",330
"7869",134
"7870",165
"7871",175
"7872",175
"7873",110
"7874",165
"7875",250
"7876",270
"7877",110
"7878",175
"7879",150
"7880",150
"7881",150
"7882",170
"7883",110
"7884",170
"7885",134
"7886",175
"7887",175
"7888",175
"7889",150
"7890",175
"7891",110
"7892",330
"7893",150
"7894",165
"7895",90
"7896",150
"7897",250
"7898",175
"7899",170
"7900",165
"7901",175
"7902",175
"7903",150
"7904",170
"7905",175
"7906",170
"7907",175
"7908",170
"7909",175
"7910",380
"7911",150
"7912",330
"7913",170
"7914",175
"7915",175
"7916",150
"7917",170
"7918",175
"7919",150
"7920",175
"7921",165
"7922",170
"7923",170
"7924",330
"7925",175
"7926",110
"7927",200
"7928",270
"7929",175
"7930",165
"7931",175
"7932",110
"7933",175
"7934",125
"7935",330
"7936",134
"7937",200
"7938",70
"7939",175
"7940",170
"7941",165
"7942",175
"7943",150
"7944",110
"7945",150
"7946",330
"7947",134
"7948",330
"7949",150
"7950",110
"7951",220
"7952",175
"7953",150
"7954",150
"7955",110
"7956",165
"7957",110
"7958",150
"7959",175
"7960",175
"7961",175
"7962",134
"7963",175
"7964",134
"7965",200
"7966",175
"7967",110
"7968",175
"7969",134
"7970",165
"7971",134
"7972",175
"7973",175
"7974",160
"7975",270
"7976",150
"7977",165
"7978",170
"7979",134
"7980",150
"7981",175
"7982",170
"7983",170
"7984",380
"7985",134
"7986",330
"7987",250
"7988",380
"7989",165
"7990",134
"7991",110
"7992",175
"7993",110
"7994",135
"7995",250
"7996",380
"7997",134
"7998",110
"7999",110
"8000",175
"8001",170
"8002",110
"8003",110
"8004",330
"8005",170
"8006",175
"8007",134
"8008",165
"8009",134
"8010",270
"8011",175
"8012",150
"8013",110
"8014",175
"8015",175
"8016",150
"8017",150
"8018",110
"8019",330
"8020",175
"8021",170
"8022",150
"8023",175
"8024",180
"8025",210
"8026",134
"8027",150
"8028",150
"8029",150
"8030",175
"8031",175
"8032",150
"8033",165
"8034",175
"8035",175
"8036",150
"8037",330
"8038",165
"8039",180
"8040",165
"8041",134
"8042",150
"8043",150
"8044",175
"8045",110
"8046",210
"8047",110
"8048",150
"8049",175
"8050",150
"8051",134
"8052",170
"8053",170
"8054",330
"8055",110
"8056",175
"8057",175
"8058",170
"8059",175
"8060",135
"8061",175
"8062",90
"8063",175
"8064",175
"8065",134
"8066",270
"8067",330
"8068",200
"8069",150
"8070",175
"8071",134
"8072",134
"8073",110
"8074",165
"8075",175
"8076",150
"8077",175
"8078",165
"8079",175
"8080",330
"8081",175
"8082",134
"8083",270
"8084",110
"8085",330
"8086",134
"8087",330
"8088",110
"8089",200
"8090",190
"8091",330
"8092",175
"8093",175
"8094",165
"8095",170
"8096",150
"8097",150
"8098",330
"8099",175
"8100",134
"8101",150
"8102",135
"8103",134
"8104",165
"8105",170
"8106",330
"8107",150
"8108",210
"8109",175
"8110",110
"8111",175
"8112",330
"8113",175
"8114",150
"8115",250
"8116",150
"8117",110
"8118",150
"8119",135
"8120",110
"8121",210
"8122",175
"8123",150
"8124",134
"8125",175
"8126",110
"8127",175
"8128",134
"8129",330
"8130",134
"8131",150
"8132",175
"8133",170
"8134",175
"8135",250
"8136",210
"8137",110
"8138",175
"8139",110
"8140",134
"8141",170
"8142",270
"8143",175
"8144",150
"8145",210
"8146",175
"8147",175
"8148",165
"8149",150
"8150",134
"8151",150
"8152",110
"8153",330
"8154",165
"8155",270
"8156",250
"8157",175
"8158",175
"8159",170
"8160",270
"8161",330
"8162",250
"8163",270
"8164",134
"8165",175
"8166",270
"8167",134
"8168",170
"8169",175
"8170",175
"8171",175
"8172",380
"8173",134
"8174",110
"8175",134
"8176",170
"8177",135
"8178",150
"8179",175
"8180",270
"8181",210
"8182",380
"8183",134
"8184",210
"8185",175
"8186",134
"8187",250
"8188",175
"8189",210
"8190",175
"8191",175
"8192",150
"8193",110
"8194",134
"8195",110
"8196",330
"8197",134
"8198",165
"8199",175
"8200",150
"8201",134
"8202",150
"8203",330
"8204",170
"8205",110
"8206",175
"8207",150
"8208",175
"8209",134
"8210",110
"8211",175
"8212",150
"8213",210
"8214",175
"8215",134
"8216",175
"8217",175
"8218",250
"8219",170
"8220",170
"8221",110
"8222",175
"8223",175
"8224",110
"8225",150
"8226",134
"8227",134
"8228",110
"8229",134
"8230",150
"8231",380
"8232",150
"8233",165
"8234",175
"8235",134
"8236",175
"8237",150
"8238",134
"8239",134
"8240",165
"8241",175
"8242",175
"8243",175
"8244",150
"8245",210
"8246",175
"8247",175
"8248",175
"8249",150
"8250",150
"8251",170
"8252",175
"8253",135
"8254",134
"8255",175
"8256",134
"8257",110
"8258",150
"8259",165
"8260",134
"8261",110
"8262",330
"8263",134
"8264",175
"8265",170
"8266",135
"8267",270
"8268",150
"8269",110
"8270",175
"8271",170
"8272",110
"8273",170
"8274",134
"8275",150
"8276",330
"8277",175
"8278",135
"8279",175
"8280",170
"8281",175
"8282",175
"8283",150
"8284",380
"8285",150
"8286",134
"8287",150
"8288",175
"8289",150
"8290",330
"8291",270
"8292",175
"8293",110
"8294",175
"8295",175
"8296",110
"8297",150
"8298",134
"8299",210
"8300",175
"8301",150
"8302",175
"8303",175
"8304",175
"8305",150
"8306",330
"8307",330
"8308",110
"8309",380
"8310",175
"8311",175
"8312",165
"8313",150
"8314",110
"8315",175
"8316",165
"8317",330
"8318",210
"8319",170
"8320",150
"8321",134
"8322",150
"8323",170
"8324",175
"8325",330
"8326",175
"8327",330
"8328",150
"8329",170
"8330",175
"8331",110
"8332",175
"8333",330
"8334",175
"8335",380
"8336",270
"8337",330
"8338",134
"8339",110
"8340",134
"8341",170
"8342",330
"8343",110
"8344",175
"8345",250
"8346",175
"8347",134
"8348",150
"8349",134
"8350",175
"8351",170
"8352",175
"8353",110
"8354",170
"8355",110
"8356",330
"8357",175
"8358",150
"8359",150
"8360",170
"8361",110
"8362",110
"8363",134
"8364",110
"8365",175
"8366",175
"8367",165
"8368",210
"8369",150
"8370",110
"8371",380
"8372",330
"8373",110
"8374",134
"8375",270
"8376",170
"8377",135
"8378",210
"8379",170
"8380",175
"8381",134
"8382",134
"8383",175
"8384",110
"8385",170
"8386",110
"8387",330
"8388",150
"8389",150
"8390",134
"8391",110
"8392",330
"8393",175
"8394",270
"8395",110
"8396",165
"8397",110
"8398",170
"8399",175
"8400",134
"8401",250
"8402",150
"8403",110
"8404",165
"8405",380
"8406",110
"8407",175
"8408",170
"8409",110
"8410",175
"8411",175
"8412",150
"8413",134
"8414",175
"8415",150
"8416",175
"8417",380
"8418",190
"8419",175
"8420",330
"8421",175
"8422",190
"8423",110
"8424",134
"8425",190
"8426",330
"8427",150
"8428",160
"8429",165
"8430",180
"8431",175
"8432",165
"8433",175
"8434",175
"8435",175
"8436",175
"8437",150
"8438",150
"8439",134
"8440",175
"8441",330
"8442",165
"8443",175
"8444",175
"8445",70
"8446",150
"8447",165
"8448",150
"8449",175
"8450",330
"8451",170
"8452",150
"8453",175
"8454",175
"8455",110
"8456",175
"8457",270
"8458",330
"8459",134
"8460",200
"8461",190
"8462",150
"8463",175
"8464",110
"8465",170
"8466",175
"8467",200
"8468",134
"8469",175
"8470",175
"8471",200
"8472",134
"8473",110
"8474",175
"8475",150
"8476",175
"8477",150
"8478",330
"8479",165
"8480",160
"8481",134
"8482",165
"8483",134
"8484",150
"8485",134
"8486",175
"8487",175
"8488",175
"8489",150
"8490",150
"8491",175
"8492",90
"8493",175
"8494",110
"8495",210
"8496",175
"8497",110
"8498",160
"8499",150
"8500",150
"8501",110
"8502",165
"8503",165
"8504",175
"8505",150
"8506",134
"8507",150
"8508",380
"8509",160
"8510",134
"8511",110
"8512",175
"8513",70
"8514",380
"8515",175
"8516",220
"8517",110
"8518",110
"8519",175
"8520",134
"8521",175
"8522",380
"8523",150
"8524",110
"8525",175
"8526",150
"8527",170
"8528",380
"8529",134
"8530",175
"8531",110
"8532",150
"8533",165
"8534",170
"8535",175
"8536",134
"8537",165
"8538",165
"8539",175
"8540",190
"8541",175
"8542",175
"8543",134
"8544",150
"8545",175
"8546",175
"8547",270
"8548",150
"8549",165
"8550",175
"8551",175
"8552",150
"8553",175
"8554",175
"8555",110
"8556",165
"8557",165
"8558",175
"8559",200
"8560",150
"8561",134
"8562",175
"8563",330
"8564",165
"8565",170
"8566",330
"8567",110
"8568",110
"8569",380
"8570",165
"8571",134
"8572",330
"8573",175
"8574",175
"8575",134
"8576",175
"8577",270
"8578",134
"8579",110
"8580",150
"8581",175
"8582",175
"8583",380
"8584",175
"8585",250
"8586",175
"8587",170
"8588",134
"8589",170
"8590",150
"8591",134
"8592",134
"8593",330
"8594",134
"8595",150
"8596",175
"8597",134
"8598",175
"8599",110
"8600",134
"8601",175
"8602",175
"8603",134
"8604",134
"8605",175
"8606",134
"8607",170
"8608",175
"8609",250
"8610",270
"8611",110
"8612",110
"8613",150
"8614",170
"8615",175
"8616",134
"8617",175
"8618",150
"8619",270
"8620",175
"8621",134
"8622",250
"8623",175
"8624",330
"8625",175
"8626",150
"8627",150
"8628",250
"8629",270
"8630",110
"8631",110
"8632",150
"8633",175
"8634",134
"8635",330
"8636",210
"8637",150
"8638",150
"8639",170
"8640",150
"8641",150
"8642",175
"8643",135
"8644",175
"8645",134
"8646",175
"8647",380
"8648",175
"8649",210
"8650",210
"8651",110
"8652",175
"8653",175
"8654",170
"8655",175
"8656",210
"8657",134
"8658",175
"8659",330
"8660",175
"8661",175
"8662",150
"8663",250
"8664",134
"8665",170
"8666",150
"8667",150
"8668",250
"8669",134
"8670",134
"8671",175
"8672",150
"8673",175
"8674",175
"8675",175
"8676",175
"8677",125
"8678",160
"8679",150
"8680",170
"8681",175
"8682",134
"8683",165
"8684",175
"8685",175
"8686",160
"8687",170
"8688",190
"8689",175
"8690",165
"8691",134
"8692",170
"8693",150
"8694",110
"8695",135
"8696",180
"8697",150
"8698",200
"8699",190
"8700",190
"8701",175
"8702",175
"8703",150
"8704",165
"8705",150
"8706",134
"8707",110
"8708",134
"8709",150
"8710",330
"8711",380
"8712",175
"8713",110
"8714",175
"8715",175
"8716",125
"8717",190
"8718",134
"8719",150
"8720",110
"8721",134
"8722",200
"8723",170
"8724",125
"8725",165
"8726",134
"8727",170
"8728",175
"8729",150
"8730",150
"8731",150
"8732",175
"8733",134
"8734",175
"8735",150
"8736",165
"8737",200
"8738",170
"8739",175
"8740",330
"8741",330
"8742",134
"8743",160
"8744",330
"8745",175
"8746",170
"8747",150
"8748",175
"8749",170
"8750",175
"8751",175
"8752",175
"8753",200
"8754",175
"8755",170
"8756",175
"8757",330
"8758",110
"8759",110
"8760",134
"8761",165
"8762",150
"8763",175
"8764",110
"8765",180
"8766",170
"8767",150
"8768",110
"8769",150
"8770",175
"8771",330
"8772",330
"8773",175
"8774",150
"8775",190
"8776",175
"8777",170
"8778",165
"8779",190
"8780",134
"8781",110
"8782",270
"8783",150
"8784",150
"8785",150
"8786",175
"8787",175
"8788",134
"8789",135
"8790",134
"8791",330
"8792",175
"8793",380
"8794",270
"8795",150
"8796",110
"8797",134
"8798",134
"8799",134
"8800",380
"8801",165
"8802",150
"8803",170
"8804",134
"8805",110
"8806",330
"8807",175
"8808",170
"8809",380
"8810",134
"8811",170
"8812",150
"8813",110
"8814",110
"8815",175
"8816",270
"8817",165
"8818",134
"8819",175
"8820",110
"8821",175
"8822",110
"8823",110
"8824",170
"8825",134
"8826",150
"8827",330
"8828",150
"8829",270
"8830",175
"8831",170
"8832",380
"8833",110
"8834",175
"8835",134
"8836",270
"8837",134
"8838",170
"8839",110
"8840",134
"8841",270
"8842",175
"8843",175
"8844",150
"8845",134
"8846",170
"8847",175
"8848",134
"8849",134
"8850",134
"8851",134
"8852",110
"8853",330
"8854",150
"8855",150
"8856",110
"8857",175
"8858",110
"8859",170
"8860",134
"8861",175
"8862",210
"8863",134
"8864",150
"8865",134
"8866",210
"8867",330
"8868",150
"8869",150
"8870",175
"8871",270
"8872",380
"8873",330
"8874",170
"8875",270
"8876",330
"8877",175
"8878",330
"8879",380
"8880",270
"8881",170
"8882",175
"8883",150
"8884",175
"8885",175
"8886",270
"8887",175
"8888",175
"8889",175
"8890",175
"8891",330
"8892",330
"8893",110
"8894",150
"8895",330
"8896",330
"8897",270
"8898",175
"8899",175
"8900",134
"8901",134
"8902",175
"8903",150
"8904",175
"8905",110
"8906",175
"8907",330
"8908",134
"8909",270
"8910",170
"8911",150
"8912",134
"8913",135
"8914",150
"8915",210
"8916",175
"8917",175
"8918",150
"8919",380
"8920",175
"8921",134
"8922",150
"8923",380
"8924",150
"8925",175
"8926",135
"8927",134
"8928",175
"8929",175
"8930",134
"8931",250
"8932",110
"8933",150
"8934",175
"8935",110
"8936",135
"8937",380
"8938",134
"8939",165
"8940",175
"8941",110
"8942",150
"8943",134
"8944",175
"8945",175
"8946",210
"8947",175
"8948",380
"8949",110
"8950",150
"8951",150
"8952",165
"8953",165
"8954",175
"8955",170
"8956",180
"8957",210
"8958",110
"8959",175
"8960",160
"8961",175
"8962",165
"8963",190
"8964",190
"8965",165
"8966",175
"8967",170
"8968",150
"8969",270
"8970",160
"8971",170
"8972",175
"8973",210
"8974",150
"8975",165
"8976",150
"8977",175
"8978",170
"8979",175
"8980",150
"8981",150
"8982",175
"8983",175
"8984",190
"8985",110
"8986",200
"8987",175
"8988",175
"8989",190
"8990",330
"8991",170
"8992",150
"8993",150
"8994",175
"8995",175
"8996",134
"8997",150
"8998",165
"8999",170
"9000",165
"9001",175
"9002",175
"9003",165
"9004",150
"9005",134
"9006",150
"9007",175
"9008",175
"9009",165
"9010",170
"9011",170
"9012",134
"9013",170
"9014",175
"9015",150
"9016",165
"9017",165
"9018",170
"9019",175
"9020",150
"9021",175
"9022",330
"9023",330
"9024",110
"9025",175
"9026",270
"9027",110
"9028",175
"9029",165
"9030",110
"9031",150
"9032",170
"9033",175
"9034",170
"9035",330
"9036",134
"9037",175
"9038",175
"9039",175
"9040",175
"9041",150
"9042",330
"9043",165
"9044",175
"9045",134
"9046",110
"9047",110
"9048",380
"9049",134
"9050",134
"9051",134
"9052",330
"9053",175
"9054",175
"9055",134
"9056",270
"9057",175
"9058",135
"9059",150
"9060",175
"9061",175
"9062",110
"9063",380
"9064",150
"9065",150
"9066",175
"9067",134
"9068",150
"9069",150
"9070",270
"9071",175
"9072",150
"9073",175
"9074",134
"9075",165
"9076",330
"9077",270
"9078",134
"9079",150
"9080",110
"9081",175
"9082",210
"9083",110
"9084",330
"9085",270
"9086",175
"9087",175
"9088",175
"9089",330
"9090",134
"9091",170
"9092",380
"9093",150
"9094",150
"9095",110
"9096",175
"9097",110
"9098",175
"9099",150
"9100",175
"9101",110
"9102",170
"9103",165
"9104",180
"9105",165
"9106",165
"9107",175
"9108",175
"9109",190
"9110",180
"9111",165
"9112",175
"9113",170
"9114",165
"9115",175
"9116",150
"9117",134
"9118",150
"9119",170
"9120",175
"9121",165
"9122",175
"9123",330
"9124",330
"9125",250
"9126",170
"9127",170
"9128",170
"9129",165
"9130",150
"9131",135
"9132",110
"9133",134
"9134",125
"9135",134
"9136",180
"9137",150
"9138",175
"9139",175
"9140",250
"9141",160
"9142",175
"9143",200
"9144",150
"9145",150
"9146",250
"9147",150
"9148",170
"9149",380
"9150",175
"9151",150
"9152",110
"9153",165
"9154",175
"9155",270
"9156",175
"9157",165
"9158",165
"9159",175
"9160",175
"9161",200
"9162",170
"9163",200
"9164",150
"9165",175
"9166",150
"9167",150
"9168",150
"9169",175
"9170",175
"9171",175
"9172",134
"9173",134
"9174",150
"9175",150
"9176",110
"9177",330
"9178",170
"9179",135
"9180",190
"9181",165
"9182",150
"9183",180
"9184",175
"9185",175
"9186",150
"9187",170
"9188",380
"9189",134
"9190",134
"9191",330
"9192",160
"9193",134
"9194",165
"9195",110
"9196",175
"9197",175
"9198",125
"9199",175
"9200",175
"9201",175
"9202",150
"9203",110
"9204",175
"9205",135
"9206",175
"9207",175
"9208",170
"9209",380
"9210",380
"9211",150
"9212",150
"9213",210
"9214",150
"9215",150
"9216",175
"9217",165
"9218",150
"9219",170
"9220",110
"9221",380
"9222",175
"9223",175
"9224",210
"9225",175
"9226",175
"9227",175
"9228",170
"9229",150
"9230",170
"9231",110
"9232",380
"9233",175
"9234",134
"9235",150
"9236",210
"9237",150
"9238",135
"9239",330
"9240",110
"9241",134
"9242",110
"9243",150
"9244",175
"9245",380
"9246",150
"9247",270
"9248",175
"9249",380
"9250",150
"9251",110
"9252",175
"9253",134
"9254",170
"9255",175
"9256",175
"9257",150
"9258",175
"9259",150
"9260",134
"9261",150
"9262",175
"9263",175
"9264",135
"9265",165
"9266",110
"9267",270
"9268",134
"9269",250
"9270",150
"9271",175
"9272",330
"9273",330
"9274",150
"9275",165
"9276",175
"9277",170
"9278",165
"9279",175
"9280",110
"9281",175
"9282",175
"9283",380
"9284",210
"9285",110
"9286",150
"9287",210
"9288",150
"9289",134
"9290",175
"9291",330
"9292",150
"9293",110
"9294",150
"9295",150
"9296",150
"9297",330
"9298",150
"9299",110
"9300",165
"9301",134
"9302",150
"9303",175
"9304",110
"9305",150
"9306",330
"9307",110
"9308",110
"9309",110
"9310",150
"9311",150
"9312",134
"9313",175
"9314",270
"9315",270
"9316",270
"9317",150
"9318",175
"9319",175
"9320",380
"9321",175
"9322",150
"9323",330
"9324",165
"9325",175
"9326",380
"9327",170
"9328",175
"9329",210
"9330",175
"9331",380
"9332",110
"9333",175
"9334",170
"9335",175
"9336",380
"9337",175
"9338",270
"9339",165
"9340",134
"9341",110
"9342",270
"9343",175
"9344",135
"9345",165
"9346",134
"9347",165
"9348",150
"9349",110
"9350",170
"9351",210
"9352",134
"9353",175
"9354",110
"9355",175
"9356",150
"9357",330
"9358",270
"9359",330
"9360",175
"9361",270
"9362",134
"9363",270
"9364",175
"9365",175
"9366",134
"9367",250
"9368",110
"9369",210
"9370",175
"9371",175
"9372",134
"9373",175
"9374",170
"9375",175
"9376",110
"9377",330
"9378",175
"9379",175
"9380",150
"9381",175
"9382",90
"9383",165
"9384",150
"9385",134
"9386",200
"9387",210
"9388",110
"9389",170
"9390",175
"9391",150
"9392",175
"9393",170
"9394",134
"9395",110
"9396",165
"9397",175
"9398",170
"9399",150
"9400",210
"9401",150
"9402",150
"9403",110
"9404",150
"9405",175
"9406",200
"9407",175
"9408",160
"9409",165
"9410",175
"9411",165
"9412",175
"9413",175
"9414",150
"9415",330
"9416",170
"9417",134
"9418",165
"9419",150
"9420",175
"9421",165
"9422",134
"9423",125
"9424",175
"9425",110
"9426",150
"9427",175
"9428",250
"9429",175
"9430",165
"9431",110
"9432",134
"9433",110
"9434",134
"9435",270
"9436",175
"9437",134
"9438",134
"9439",330
"9440",175
"9441",175
"9442",150
"9443",175
"9444",165
"9445",150
"9446",150
"9447",330
"9448",175
"9449",175
"9450",175
"9451",165
"9452",110
"9453",175
"9454",165
"9455",210
"9456",175
"9457",150
"9458",150
"9459",330
"9460",110
"9461",175
"9462",150
"9463",150
"9464",134
"9465",150
"9466",170
"9467",150
"9468",165
"9469",210
"9470",270
"9471",134
"9472",175
"9473",170
"9474",165
"9475",175
"9476",170
"9477",270
"9478",175
"9479",150
"9480",150
"9481",70
"9482",110
"9483",175
"9484",134
"9485",150
"9486",170
"9487",150
"9488",165
"9489",110
"9490",175
"9491",170
"9492",175
